id,car_brand,car_model,car_trim,Price_EGP,body_type,powertrain_type,Insurance_Price_EGP,Register_Price_EGP,Engine_CC,Engine_Turbo,Horsepower_HP,Max_Speed_kmh,Acceleration_0_100_sec,Number_transmission_Speeds,Transmission_Type,Fuel_Type,Number_of_Cylinders,Fuel_Tank_L,Torque_Newton_Meter,Length_mm,Width_mm,Height_mm,Ground_Clearance_mm,Wheelbase_mm,Trunk_Size_L,Origin_Country,Assembly_Country,Year,Number_of_Seats,Traction_Type,ABS,EBD,Driver_Airbag,Passenger_Airbag,Rear_Sensors,Air_Conditioning,Power_Steering,Electric_Mirrors,Remote_Keyless,Central_Locking,Cruise_Control,Sunroof,Tinted_Glass,Front_Power_Windows,Back_Power_Windows,Bluetooth,USB_Port,AUX,Alloy_Wheels,Fog_Light,Multifunction,Warranty_km,Warranty_years,Minimum_Installment,Minimum_Deposit,Fuel_Consumption_l_100_km,Side_Airbag,Power_Seats,CD_Player,Closing_Mirrors,Leather_Seats,EPS,Rear_Camera,GPS,Front_Sensors,Intelligent_Parking_System,Rear_Spoiler,Electric_Chairs,Start_Engine,ESP,Steptronic,Panoramic_Sunroof,Touch_Activated_Door_Lock,Heated_Seats,Cool_Box,Rear_Seat_Entertainment,Daytime_Running_Lights,Start_Stop_System,Tyre_Pressure_Sensor,Xenon_Headlights,Front_Camera,Immobilizer_Key,Roof_Rack,Anti_Theft_System,Alarm,Multimedia_Touch_Screen,Off_Road_Tyres,Battery_Capacity_kWh,Battery_Range_km
41,audi,Q2,Audi Q2 2026 A/T / S Line,2200000.0,crossover/suv,Internal_Combustion_Engine,55000,22000,1400,True,150,218,10.3,7,automatic_traditional,95,4,50,200,4191,1794,1508,,2595,405,germany,germany,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,61554,330000,5.1,True,True,,True,True,True,True,,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
42,audi,RS-e-Tron,Audi RS e-Tron 2025 A/T / S Line,6400000.0,sedan,Electric,160000,16000,,False,600,250,3.3,,automatic_traditional,,,,830,4989,2158,1414,,2900,,germany,germany,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,179067,960000,3.3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,495
43,audi,a3,Audi A3 2025 A/T / Sport back,2250000.0,sedan,Internal_Combustion_Engine,56250,22500,1400,True,150,180,8.4,8,automatic_traditional,95,4,50,250,,,,,,,germany,germany,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,62953,337500,4.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
44,audi,a3,Audi A3 2026 A/T / Sportback,2300000.0,sedan,Internal_Combustion_Engine,57500,23000,1400,True,150,180,8.4,8,automatic_traditional,95,4,50,250,,,,,,,germany,germany,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,64352,345000,4.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
45,audi,a3,Audi A3 2025 A/T / S-Line,2350000.0,sedan,Internal_Combustion_Engine,58750,23500,1400,True,150,180,8.4,8,automatic_traditional,95,4,50,250,4495,1816,1425,,2636,425,germany,germany,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,65751,352500,4.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
46,audi,a3,Audi A3 2026 A/T / S-Line,2400000.0,sedan,Internal_Combustion_Engine,60000,24000,1400,True,150,180,8.4,8,automatic_traditional,95,4,50,250,4495,1816,1425,,2636,425,germany,germany,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,67150,360000,4.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
47,audi,a5,Audi A5 2026 A/T / Advanced,3375000.0,coupe,Internal_Combustion_Engine,84375,50625,2000,True,196,246,7.8,7,automatic_dsg,95,4,,340,,,,,,,germany,germany,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,94430,506250,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,,,
48,audi,a5,Audi A5 2026 A/T / S-Line,3850000.0,coupe,Internal_Combustion_Engine,96250,57750,2000,True,196,246,7.8,7,automatic_dsg,95,4,,340,,,,,,,germany,germany,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,107720,577500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,,,
49,audi,a5,Audi A5 2026 A/T / S-Line PLUS,4400000.0,coupe,Internal_Combustion_Engine,110000,66000,2000,True,196,246,7.8,7,automatic_dsg,95,4,,340,,,,,,,germany,germany,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,123108,660000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,,,
50,audi,a8,Audi A8 2025 A/T / S-Line Long,9350000.0,sedan,Internal_Combustion_Engine,233750,233750,3000,True,340,,,,automatic_traditional,,6,,,,,,,,,germany,germany,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,261605,1402500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
51,audi,q3,Audi Q3 2025 A/T / Advanced,2450000.0,crossover/suv,Internal_Combustion_Engine,61250,24500,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,spain,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,68549,367500,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
52,audi,q3,Audi Q3 2026 A/T / Advanced,2500000.0,crossover/suv,Internal_Combustion_Engine,62500,25000,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,hungary,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,69948,375000,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
53,audi,q3,Audi Q3 2025 A/T / S-Line,2670000.0,crossover/suv,Internal_Combustion_Engine,66750,26700,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,spain,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,74704,400500,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
54,audi,q3,Audi Q3 2026 A/T / S-Line,2725000.0,crossover/suv,Internal_Combustion_Engine,68125,27250,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,hungary,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,76243,408750,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
55,audi,q3,Audi Q3 2025 A/T / Sport back,2850000.0,crossover/suv,Internal_Combustion_Engine,71250,28500,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,spain,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,79741,427500,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
56,audi,q3,Audi Q3 2026 A/T / Sport back,2900000.0,crossover/suv,Internal_Combustion_Engine,72500,29000,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,hungary,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,81140,435000,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
57,audi,q3,Audi Q3 2025 A/T / Sport back B/L,2925000.0,crossover/suv,Internal_Combustion_Engine,73125,29250,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,spain,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,81839,438750,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
58,audi,q3,Audi Q3 2026 A/T / Sport back B/L,2975000.0,crossover/suv,Internal_Combustion_Engine,74375,29750,1400,True,150,207,9.2,6,automatic_traditional,95,4,54,250,4484,1856,1616,170,2680,530,germany,hungary,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,83238,446250,5.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
59,audi,q3,Audi Q3 2025 A/T / Sport back (2.0L),3800000.0,crossover/suv,Internal_Combustion_Engine,95000,57000,2000,True,190,214,7.4,8,automatic_traditional,95,4,75,320,4484,1856,1585,170,,530,germany,spain,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,106321,570000,7.5,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
60,audi,q7,Audi Q7 2026 A/T / S Line,5250000.0,crossover/suv,Internal_Combustion_Engine,131250,78750,2000,True,252,231,7.3,8,automatic_traditional,95,4,,370,,,,,,,germany,slovakia,2026,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,146891,787500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,True,True,True,True,,True,True,True,,,
61,audi,q7,Audi Q7 2025 A/T / S Line,5500000.0,crossover/suv,Internal_Combustion_Engine,137500,82500,2000,True,252,231,7.3,8,automatic_traditional,95,4,,370,,,,,,,germany,slovakia,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,153885,825000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
62,audi,q7,Audi Q7 2026 A/T / S Line Plus,5750000.0,crossover/suv,Internal_Combustion_Engine,143750,86250,2000,True,252,231,7.3,8,automatic_traditional,95,4,,370,,,,,,,germany,slovakia,2026,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,160880,862500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
63,audi,q7,Audi Q7 2025 A/T / S Line Plus,5800000.0,crossover/suv,Internal_Combustion_Engine,145000,87000,2000,True,252,231,7.3,8,automatic_traditional,95,4,,370,,,,,,,germany,slovakia,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,162279,870000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
64,audi,q7,Audi Q7 2025 A/T / S Line (3.0 L),6950000.0,crossover/suv,Internal_Combustion_Engine,173750,173750,3000,True,340,231,7.3,8,automatic_traditional,95,6,,370,,,,,,,germany,slovakia,2025,7,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,194455,1042500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
65,audi,q8,Audi Q8 2026 A/T / S Line,7100000.0,crossover/suv,Internal_Combustion_Engine,177500,177500,3000,True,340,250,5.9,8,automatic_traditional,95,6,85,500,4986,1995,1705,205,2995,605,germany,slovakia,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,198652,1065000,8.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
66,audi,q8,Audi Q8 2025 A/T / S Line,7300000.0,crossover/suv,Internal_Combustion_Engine,182500,182500,3000,True,340,250,5.9,8,automatic_traditional,95,6,85,500,4986,1995,1705,205,2995,605,germany,slovakia,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,204248,1095000,8.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
67,audi,q8,Audi Q8 2026 A/T / S Line Plus,7350000.0,crossover/suv,Internal_Combustion_Engine,183750,183750,3000,True,340,250,5.9,8,automatic_traditional,95,6,85,500,4986,1995,1705,205,2995,605,germany,slovakia,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,205647,1102500,8.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
68,audi,q8,Audi Q8 2025 A/T / S Line Plus,7600000.0,crossover/suv,Internal_Combustion_Engine,190000,190000,3000,True,340,250,5.9,8,automatic_traditional,95,6,85,500,4986,1995,1705,205,2995,605,germany,slovakia,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,212642,1140000,8.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
69,baic,BEIJING-X7,Baic X7 2025 A/T / Highline,1574900.0,crossover/suv,Internal_Combustion_Engine,39373,15749,1500,True,185,,,7,automatic_dsg,95,4,60,305,4745,1892,1715,200,2800,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,44064,236235,,,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
70,baic,BEIJING-X7,Baic X7 2025 A/T / Top Line,1649900.0,crossover/suv,Internal_Combustion_Engine,41248,16499,1500,True,185,,,7,automatic_dsg,95,4,60,305,4745,1892,1715,200,2800,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,46163,247485,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
71,baic,BEIJING-X7,Baic X7 2025 A/T / Premium,1724900.0,crossover/suv,Internal_Combustion_Engine,43123,17249,1500,True,185,,,7,automatic_dsg,95,4,60,305,4745,1892,1715,200,2800,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,48261,258735,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
72,baic,BJ30,Baic BJ30 2025 A/T / PRO,1574900.0,crossover/suv,Internal_Combustion_Engine,39373,15749,1500,True,185,,,7,automatic_dsg,92,4,60,280,4730,1910,1790,215,2820,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,200000.0,7.0,44064,236235,8.0,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
73,baic,BJ30,Baic BJ30 2025 A/T / ULTRA,1674900.0,crossover/suv,Internal_Combustion_Engine,41873,16749,1500,True,154,,,7,automatic_dsg,92,4,51,230,4730,1910,1790,215,2820,,china,china,2025,5,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,200000.0,7.0,46862,251235,6.4,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
74,baic,BJ30,Baic BJ30 2025 A/T / Off-Road,1744900.0,crossover/suv,Internal_Combustion_Engine,43623,17449,1500,True,154,,,7,automatic_dsg,92,4,51,230,4730,1910,1790,215,2820,,china,china,2025,5,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,200000.0,7.0,48821,261735,6.4,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
75,baic,U5-plus,Baic U5 plus 2025 A/T / Highline,749900.0,sedan,Internal_Combustion_Engine,18748,7499,1500,False,111,,,,automatic_cvt,92,4,48,142,4660,1820,1480,155,2670,48,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,150000.0,6.0,20982,112485,,,,,True,,True,True,,,,,,True,True,,,,,,,,,,,,,,True,True,,,,
76,baic,U5-plus,Baic U5 plus 2025 A/T / Top Line,854900.0,sedan,Internal_Combustion_Engine,21373,8549,1500,False,111,,,,automatic_cvt,92,4,48,142,4660,1820,1480,155,2670,48,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,23919,128235,,True,,,True,,True,True,,True,,True,,True,True,,,True,,,,,,,,,,,True,True,,,,
77,baic,X55,Baic X55 2025 A/T / Highline,1194900.0,crossover/suv,Internal_Combustion_Engine,29873,11949,1500,True,185,,,7,automatic_dsg,95,4,,305,4620,1886,1680,160,2735,350,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,150000.0,6.0,33432,179235,,,True,,True,True,True,True,True,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
78,baic,X55,Baic X55 2025 A/T / Top Line,1294900.0,crossover/suv,Internal_Combustion_Engine,32373,12949,1500,True,185,,,7,automatic_dsg,95,4,53,305,4620,1886,1680,160,2735,350,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,150000.0,6.0,36230,194235,,True,True,,True,True,True,True,True,,,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
79,baic,X55,Baic X55 2025 A/T / Premium,1414900.0,crossover/suv,Internal_Combustion_Engine,35373,14149,1500,True,185,,,7,automatic_dsg,95,4,53,305,4620,1886,1680,160,2735,350,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,150000.0,6.0,39588,212235,,True,True,,True,True,True,True,True,,,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
80,bestune,B70S,Bestune B70S 2025 A/T / Premium,1255000.0,hatchback,Internal_Combustion_Engine,31375,12550,1500,True,169,190,,7,automatic_dsg,95,4,50,258,4555,1850,1515,,2750,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,35114,188250,6.7,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
81,bestune,B70S,Bestune B70S 2025 A/T / Limousine,1275000.0,hatchback,Internal_Combustion_Engine,31875,12750,1500,True,169,190,,7,automatic_dsg,95,4,50,258,4555,1850,1515,,2750,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,35673,191250,6.7,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
82,bestune,T55,Bestune T55 2025 A/T / PREMIUM PLUS,1055000.0,crossover/suv,Internal_Combustion_Engine,26375,10550,1500,True,169,190,,7,automatic_dsg,95,4,,258,,,,,,,china,china,2025,5,front traction,True,True,True,,,True,True,True,True,True,,,,True,True,True,True,True,True,,True,150000.0,6.0,29518,158250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,
83,bestune,T77-Pro,Bestune T77 Pro 2025 A/T / Premium,1275000.0,crossover/suv,Internal_Combustion_Engine,31875,12750,1500,True,169,192,,7,automatic_dsg,95,4,45,258,4525,1845,1615,,2700,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,35673,191250,7.1,True,,,True,,True,True,,,,,,True,True,,True,,,,,,,,,,,,True,True,True,,,
84,bmw,118,BMW 118 2025 A/T / M SPORT,2450000.0,hatchback,Internal_Combustion_Engine,61250,24500,1500,True,156,,8.5,7,automatic_traditional,95,3,,230,,,,,,,germany,,2025,4,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,68549,367500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,,
85,bmw,218-i,BMW 218 i 2025 A/T /  M SPORT,2650000.0,sedan,Internal_Combustion_Engine,66250,26500,1500,True,156,,8.6,7,automatic_traditional,95,3,,230,,,,,,,germany,,2025,4,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,74145,397500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,,
86,bmw,420,BMW 420 2025 A/T / M SPORT,4650000.0,coupe,Internal_Combustion_Engine,116250,69750,2000,True,184,235,7.9,8,automatic_traditional,95,4,,300,,,,,,,germany,germany,2025,4,back traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,130103,697500,7.0,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
87,bmw,420,BMW 420 2025 A/T / Convertible,4900000.0,coupe,Internal_Combustion_Engine,122500,73500,2000,True,184,236,8.2,8,automatic_traditional,95,4,59,300,4768,1852,1384,124,2851,300,germany,germany,2025,4,back traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,137098,735000,7.4,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
88,bmw,520,BMW 520 2025 A/T / Luxury,4250000.0,sedan,Internal_Combustion_Engine,106250,42500,1600,True,190,230,7.9,8,automatic_dsg,95,4,,310,5060,1900,1515,,2995,,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,100000.0,2.0,118911,637500,7.0,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,
89,bmw,520,BMW 520 2025 A/T / M Sport,4650000.0,sedan,Internal_Combustion_Engine,116250,46500,1600,True,190,230,7.9,8,automatic_traditional,95,4,,310,5060,1900,1515,,2995,,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,130103,697500,7.0,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,
90,bmw,520,BMW 520 2025 A/T / Luxury line,5750000.0,sedan,Internal_Combustion_Engine,143750,86250,2000,True,201,230,8.1,9,automatic_traditional,95,4,60,310,5060,1900,1515,154,2995,520,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,160880,862500,6.4,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
91,bmw,7-series,BMW 7 Series 2025 A/T /  i7 XDrive60,11000000.0,sedan,Electric,275000,27500,,False,544,250,4.7,,automatic_traditional,,,75,745,5391,1950,1544,135,3215,540,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,307771,1650000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
92,bmw,7-series,BMW 7 Series 2025 A/T / 740i,11200000.0,sedan,Internal_Combustion_Engine,280000,280000,3000,True,380,250,54.0,8,automatic_traditional,95,6,74,520,5391,1950,1544,135,3215,540,germany,,2025,4,back traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,100000.0,2.0,313367,1680000,7.5,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
93,bmw,7-series,BMW 7 Series 2025 A/T / 760i xDrive,13400000.0,sedan,Internal_Combustion_Engine,335000,335000,4400,True,544,250,4.2,8,automatic_traditional,95,8,75,750,5391,1950,1544,135,3215,540,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,374921,2010000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
94,bmw,BMW-I4,BMW I4 2025 A/T / i4 e40 GC,4950000.0,sedan,Electric,123750,12375,,False,340,,,,automatic_traditional,,,,,,,,,,,germany,germany,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,138497,742500,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
95,bmw,BMW-X7,BMW X7 2025 A/T / M60i,10200000.0,crossover/suv,Internal_Combustion_Engine,255000,255000,4400,True,530,250,4.7,8,automatic_traditional,95,8,83,750,5162,2000,1819,221,3105,360,germany,,2025,7,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,100000.0,2.0,285388,1530000,12.2,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
96,bmw,I5,BMW I5 2025 A/T / Luxury,6200000.0,sedan,Electric,155000,15500,,False,340,193,6.0,,automatic_traditional,,,,400,5060,1900,1515,141,2995,490,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,173471,930000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
97,bmw,IX,BMW IX 2025 A/T / XDrive 50,7550000.0,crossover/suv,Electric,188750,18875,,False,523,,,,automatic_traditional,,,,,,,,,,,germany,germany,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,211243,1132500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
98,bmw,IX1,BMW IX1 2025 A/T / Elc,3650000.0,crossover/suv,Electric,91250,9125,,False,313,,,,automatic_traditional,,,,,,,,,,,germany,,2025,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,2.0,102124,547500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
